state,district,crop,predicted_yield,modal_price,expected_revenue,rank
Gujarat,Ahmedabad,Wheat,47.61376653024997,2625.0,124986.13714190616,33.0
Gujarat,Ahmedabad,Wheat,46.95353356670002,2625.0,123253.02561258755,34.0
Gujarat,Ahmedabad,Wheat,45.22687075210001,2625.0,118720.53572426253,35.0
Gujarat,Ahmedabad,Wheat,44.099774788349976,2625.0,115761.90881941869,36.0
Gujarat,Ahmedabad,Wheat,43.74042068499999,2625.0,114818.60429812498,37.0
Gujarat,Ahmedabad,Wheat,42.69016150514995,2625.0,112061.67395101863,38.0
Gujarat,Ahmedabad,Wheat,38.278280059449976,2625.0,100480.48515605618,39.0
Gujarat,Ahmedabad,Wheat,37.6310357997,2625.0,98781.4689742125,40.0
Gujarat,Ahmedabad,Wheat,34.29466065124996,2625.0,90023.48420953115,41.0
Gujarat,Ahmedabad,Wheat,34.230134446950004,2625.0,89854.10292324376,42.0
Gujarat,Ahmedabad,Wheat,33.62759427625004,2625.0,88272.43497515637,43.0
Gujarat,Ahmedabad,Wheat,27.8790762347,2625.0,73182.57511608751,44.0
Gujarat,Amreli,Cotton,51.65820853569998,7810.0,403450.6086638168,1.0
Gujarat,Amreli,Cotton,51.65820853569998,7350.0,379687.83273739484,2.0
Gujarat,Amreli,Groundnut,52.69913045700003,7000.0,368893.91319900024,3.0
Gujarat,Amreli,Groundnut,52.69913045700003,7000.0,368893.91319900024,3.0
Gujarat,Amreli,Cotton,51.65820853569998,7050.0,364190.3701766848,4.0
Gujarat,Amreli,Cotton,51.65820853569998,6788.0,350655.91954033147,5.0
Gujarat,Amreli,Groundnut,52.69913045700003,6525.0,343861.8262319252,6.0
Gujarat,Amreli,Groundnut,52.69913045700003,6310.0,332531.5131836702,7.0
Gujarat,Amreli,Cotton,42.06190474549993,7810.0,328503.47606235446,8.0
Gujarat,Amreli,Cotton,41.94359801064998,7810.0,327579.50046317634,9.0
Gujarat,Amreli,Groundnut,52.69913045700003,6200.0,326734.6088334002,10.0
Gujarat,Amreli,Groundnut,45.641257308649976,7000.0,319488.80116054986,11.0
Gujarat,Amreli,Groundnut,45.641257308649976,7000.0,319488.80116054986,11.0
Gujarat,Amreli,Groundnut,45.432864271499966,7000.0,318030.04990049975,12.0
Gujarat,Amreli,Groundnut,45.432864271499966,7000.0,318030.04990049975,12.0
Gujarat,Amreli,Cotton,40.49021958019996,7810.0,316228.61492136173,13.0
Gujarat,Amreli,Groundnut,45.055252956749946,7000.0,315386.7706972496,14.0
Gujarat,Amreli,Groundnut,45.055252956749946,7000.0,315386.7706972496,14.0
Gujarat,Amreli,Cotton,42.06190474549993,7350.0,309154.99987942446,15.0
Gujarat,Amreli,Cotton,41.94359801064998,7350.0,308285.44537827733,16.0
Gujarat,Amreli,Cotton,39.2743935631001,7810.0,306733.01372781175,17.0
Gujarat,Amreli,Groundnut,45.641257308649976,6525.0,297809.2039389411,18.0
Gujarat,Amreli,Cotton,40.49021958019996,7350.0,297603.1139144697,19.0
Gujarat,Amreli,Cotton,42.06190474549993,7050.0,296536.4284557745,20.0
Gujarat,Amreli,Groundnut,45.432864271499966,6525.0,296449.4393715373,21.0
Gujarat,Amreli,Cotton,41.94359801064998,7050.0,295702.3659750823,22.0
Gujarat,Amreli,Groundnut,45.055252956749946,6525.0,293985.5255427934,23.0
Gujarat,Amreli,Groundnut,41.67568645859998,7000.0,291729.8052101999,24.0
Gujarat,Amreli,Groundnut,41.67568645859998,7000.0,291729.8052101999,24.0
Gujarat,Amreli,Cotton,39.2743935631001,7350.0,288666.7926887857,25.0
Gujarat,Amreli,Groundnut,45.641257308649976,6310.0,287996.33361758135,26.0
Gujarat,Amreli,Groundnut,45.432864271499966,6310.0,286681.37355316477,27.0
Gujarat,Amreli,Cotton,42.06190474549993,6788.0,285516.2094124535,28.0
Gujarat,Amreli,Cotton,40.49021958019996,7050.0,285456.04804040975,29.0
Gujarat,Amreli,Cotton,41.94359801064998,6788.0,284713.14329629205,30.0
Gujarat,Amreli,Groundnut,45.055252956749946,6310.0,284298.6461570922,31.0
Gujarat,Amreli,Groundnut,45.641257308649976,6200.0,282975.79531362985,32.0
Gujarat,Amreli,Groundnut,45.432864271499966,6200.0,281683.7584832998,33.0
Gujarat,Amreli,Groundnut,45.055252956749946,6200.0,279342.56833184964,34.0
Gujarat,Amreli,Cotton,35.56265013185003,7810.0,277744.2975297487,35.0
Gujarat,Amreli,Cotton,39.2743935631001,7050.0,276884.4746198557,36.0
Gujarat,Amreli,Cotton,40.49021958019996,6788.0,274847.61051039735,37.0
Gujarat,Amreli,Groundnut,41.67568645859998,6525.0,271933.8541423649,38.0
Gujarat,Amreli,Cotton,34.63137581154997,7810.0,270471.0450882053,39.0
Gujarat,Amreli,Cotton,39.2743935631001,6788.0,266594.58350632346,40.0
Gujarat,Amreli,Cotton,33.94636520310005,7810.0,265121.11223621137,41.0
Gujarat,Amreli,Groundnut,37.70547306270009,7000.0,263938.3114389006,42.0
Gujarat,Amreli,Groundnut,37.70547306270009,7000.0,263938.3114389006,42.0
Gujarat,Amreli,Groundnut,41.67568645859998,6310.0,262973.5815537659,43.0
Gujarat,Amreli,Cotton,35.56265013185003,7350.0,261385.4784690977,44.0
Gujarat,Amreli,Groundnut,41.67568645859998,6200.0,258389.2560433199,45.0
Gujarat,Amreli,Cotton,34.63137581154997,7350.0,254540.6122148923,46.0
Gujarat,Amreli,Groundnut,36.09143116525004,7000.0,252640.0181567503,47.0
Gujarat,Amreli,Groundnut,36.09143116525004,7000.0,252640.0181567503,47.0
Gujarat,Amreli,Cotton,32.2597639288,7810.0,251948.756283928,48.0
Gujarat,Amreli,Cotton,35.56265013185003,7050.0,250716.6834295427,49.0
Gujarat,Amreli,Cotton,33.94636520310005,7350.0,249505.78424278536,50.0
Gujarat,Amreli,Cotton,31.946835308350003,7810.0,249504.78375821354,51.0
Gujarat,Amreli,Groundnut,35.21112055024996,7000.0,246477.8438517497,52.0
Gujarat,Amreli,Groundnut,35.21112055024996,7000.0,246477.8438517497,52.0
Gujarat,Amreli,Groundnut,37.70547306270009,6525.0,246028.21173411806,53.0
Gujarat,Amreli,Cotton,34.63137581154997,7050.0,244151.1994714273,54.0
Gujarat,Amreli,Cotton,35.56265013185003,6788.0,241399.269094998,55.0
Gujarat,Amreli,Groundnut,34.41275873429996,7000.0,240889.31114009974,56.0
Gujarat,Amreli,Groundnut,34.41275873429996,7000.0,240889.31114009974,56.0
Gujarat,Amreli,Cotton,30.82255617299993,7810.0,240724.16371112945,57.0
Gujarat,Amreli,Cotton,33.94636520310005,7050.0,239321.87468185535,58.0
Gujarat,Amreli,Groundnut,37.70547306270009,6310.0,237921.53502563754,59.0
Gujarat,Amreli,Cotton,32.2597639288,7350.0,237109.26487667998,60.0
Gujarat,Amreli,Groundnut,36.09143116525004,6525.0,235496.58835325652,61.0
Gujarat,Amreli,Cotton,34.63137581154997,6788.0,235077.7790088012,62.0
Gujarat,Amreli,Cotton,31.946835308350003,7350.0,234809.23951637253,63.0
Gujarat,Amreli,Groundnut,37.70547306270009,6200.0,233773.93298874053,64.0
Gujarat,Amreli,Cotton,29.91913713979999,7810.0,233668.4610618379,65.0
Gujarat,Amreli,Cotton,29.57105034759997,7810.0,230949.9032147558,66.0
Gujarat,Amreli,Cotton,33.94636520310005,6788.0,230427.92699864315,67.0
Gujarat,Amreli,Groundnut,32.893132705449965,7000.0,230251.92893814977,68.0
Gujarat,Amreli,Groundnut,32.893132705449965,7000.0,230251.92893814977,68.0
Gujarat,Amreli,Groundnut,35.21112055024996,6525.0,229752.56159038097,69.0
Gujarat,Amreli,Groundnut,36.09143116525004,6310.0,227736.93065272778,70.0
Gujarat,Amreli,Cotton,32.2597639288,7050.0,227431.33569804,71.0
Gujarat,Amreli,Cotton,30.82255617299993,7350.0,226545.7878715495,72.0
Gujarat,Amreli,Cotton,31.946835308350003,7050.0,225225.18892386754,73.0
Gujarat,Amreli,Groundnut,34.41275873429996,6525.0,224543.25074130727,74.0
Gujarat,Amreli,Groundnut,36.09143116525004,6200.0,223766.87322455028,75.0
Gujarat,Amreli,Groundnut,35.21112055024996,6310.0,222182.17067207725,76.0
Gujarat,Amreli,Cotton,29.91913713979999,7350.0,219905.65797752992,77.0
Gujarat,Amreli,Cotton,32.2597639288,6788.0,218979.2775486944,78.0
Gujarat,Amreli,Groundnut,35.21112055024996,6200.0,218308.94741154974,79.0
Gujarat,Amreli,Cotton,29.57105034759997,7350.0,217347.2200548598,80.0
Gujarat,Amreli,Cotton,30.82255617299993,7050.0,217299.02101964952,81.0
Gujarat,Amreli,Groundnut,34.41275873429996,6310.0,217144.50761343277,82.0
Gujarat,Amreli,Cotton,31.946835308350003,6788.0,216855.11807307982,83.0
Gujarat,Amreli,Groundnut,32.893132705449965,6525.0,214627.690903061,84.0
Gujarat,Amreli,Cotton,27.465524292949997,7810.0,214505.74472793948,85.0
Gujarat,Amreli,Groundnut,34.41275873429996,6200.0,213359.10415265977,86.0
Gujarat,Amreli,Cotton,29.91913713979999,7050.0,210929.91683558992,87.0
Gujarat,Amreli,Cotton,30.82255617299993,6788.0,209223.51130232355,88.0
Gujarat,Amreli,Cotton,29.57105034759997,7050.0,208475.9049505798,89.0
Gujarat,Amreli,Groundnut,32.893132705449965,6310.0,207555.66737138928,90.0
Gujarat,Amreli,Groundnut,32.893132705449965,6200.0,203937.4227737898,91.0
Gujarat,Amreli,Cotton,29.91913713979999,6788.0,203091.10290496232,92.0
Gujarat,Amreli,Cotton,27.465524292949997,7350.0,201871.60355318247,93.0
Gujarat,Amreli,Cotton,29.57105034759997,6788.0,200728.2897595086,94.0
Gujarat,Amreli,Cotton,27.465524292949997,7050.0,193631.94626529748,95.0
Gujarat,Amreli,Cotton,27.465524292949997,6788.0,186435.97890054458,96.0
Gujarat,Amreli,Wheat,55.78741617099996,2625.0,146441.9674488749,97.0
Gujarat,Amreli,Wheat,55.78741617099996,2570.0,143373.6595594699,98.0
Gujarat,Amreli,Wheat,53.21596605655,2625.0,139691.91089844375,99.0
Gujarat,Amreli,Wheat,55.78741617099996,2500.0,139468.54042749992,100.0
Gujarat,Amreli,Wheat,55.78741617099996,2495.0,139189.6033466449,101.0
Gujarat,Amreli,Wheat,53.21596605655,2570.0,136765.0327653335,102.0
Gujarat,Amreli,Wheat,53.21596605655,2500.0,133039.915141375,103.0
Gujarat,Amreli,Wheat,53.21596605655,2495.0,132773.83531109226,104.0
Gujarat,Amreli,Wheat,49.480227429450025,2625.0,129885.59700230631,105.0
Gujarat,Amreli,Wheat,49.480227429450025,2570.0,127164.18449368657,106.0
Gujarat,Amreli,Wheat,47.845789617850016,2625.0,125595.1977468563,107.0
Gujarat,Amreli,Wheat,47.61376653024997,2625.0,124986.13714190616,108.0
Gujarat,Amreli,Wheat,49.480227429450025,2500.0,123700.56857362506,109.0
Gujarat,Amreli,Wheat,49.480227429450025,2495.0,123453.16743647782,110.0
Gujarat,Amreli,Wheat,46.95353356670002,2625.0,123253.02561258755,111.0
Gujarat,Amreli,Wheat,47.845789617850016,2570.0,122963.67931787454,112.0
Gujarat,Amreli,Wheat,47.61376653024997,2570.0,122367.37998274242,113.0
Gujarat,Amreli,Wheat,46.95353356670002,2570.0,120670.58126641905,114.0
Gujarat,Amreli,Wheat,47.845789617850016,2500.0,119614.47404462504,115.0
Gujarat,Amreli,Wheat,47.845789617850016,2495.0,119375.24509653579,116.0
Gujarat,Amreli,Wheat,47.61376653024997,2500.0,119034.41632562492,117.0
Gujarat,Amreli,Wheat,47.61376653024997,2495.0,118796.34749297367,118.0
Gujarat,Amreli,Wheat,45.22687075210001,2625.0,118720.53572426253,119.0
Gujarat,Amreli,Wheat,46.95353356670002,2500.0,117383.83391675004,120.0
Gujarat,Amreli,Wheat,46.95353356670002,2495.0,117149.06624891654,121.0
Gujarat,Amreli,Wheat,45.22687075210001,2570.0,116233.05783289703,122.0
Gujarat,Amreli,Wheat,44.099774788349976,2625.0,115761.90881941869,123.0
Gujarat,Amreli,Wheat,43.74042068499999,2625.0,114818.60429812498,124.0
Gujarat,Amreli,Wheat,44.099774788349976,2570.0,113336.42120605944,125.0
Gujarat,Amreli,Wheat,45.22687075210001,2500.0,113067.17688025003,126.0
Gujarat,Amreli,Wheat,45.22687075210001,2495.0,112841.04252648953,127.0
Gujarat,Amreli,Wheat,43.74042068499999,2570.0,112412.88116044998,128.0
Gujarat,Amreli,Wheat,42.69016150514995,2625.0,112061.67395101863,129.0
Gujarat,Amreli,Wheat,44.099774788349976,2500.0,110249.43697087494,130.0
Gujarat,Amreli,Wheat,44.099774788349976,2495.0,110028.93809693318,131.0
Gujarat,Amreli,Wheat,42.69016150514995,2570.0,109713.71506823538,132.0
Gujarat,Amreli,Wheat,43.74042068499999,2500.0,109351.05171249998,133.0
Gujarat,Amreli,Wheat,43.74042068499999,2495.0,109132.34960907497,134.0
Gujarat,Amreli,Wheat,42.69016150514995,2500.0,106725.40376287488,135.0
Gujarat,Amreli,Wheat,42.69016150514995,2495.0,106511.95295534913,136.0
Gujarat,Amreli,Wheat,38.278280059449976,2625.0,100480.48515605618,137.0
Gujarat,Amreli,Wheat,37.6310357997,2625.0,98781.4689742125,138.0
Gujarat,Amreli,Wheat,38.278280059449976,2570.0,98375.17975278644,139.0
Gujarat,Amreli,Wheat,37.6310357997,2570.0,96711.762005229,140.0
Gujarat,Amreli,Wheat,38.278280059449976,2500.0,95695.70014862494,141.0
Gujarat,Amreli,Wheat,38.278280059449976,2495.0,95504.30874832769,142.0
Gujarat,Amreli,Wheat,37.6310357997,2500.0,94077.58949925,143.0
Gujarat,Amreli,Wheat,37.6310357997,2495.0,93889.4343202515,144.0
Gujarat,Amreli,Wheat,34.29466065124996,2625.0,90023.48420953115,145.0
Gujarat,Amreli,Wheat,34.230134446950004,2625.0,89854.10292324376,146.0
Gujarat,Amreli,Wheat,33.62759427625004,2625.0,88272.43497515637,147.0
Gujarat,Amreli,Wheat,34.29466065124996,2570.0,88137.2778737124,148.0
Gujarat,Amreli,Wheat,34.230134446950004,2570.0,87971.44552866151,149.0
Gujarat,Amreli,Wheat,33.62759427625004,2570.0,86422.91728996261,150.0
Gujarat,Amreli,Wheat,34.29466065124996,2500.0,85736.6516281249,151.0
Gujarat,Amreli,Wheat,34.230134446950004,2500.0,85575.33611737502,152.0
Gujarat,Amreli,Wheat,34.29466065124996,2495.0,85565.17832486866,153.0
Gujarat,Amreli,Wheat,34.230134446950004,2495.0,85404.18544514026,154.0
Gujarat,Amreli,Wheat,33.62759427625004,2500.0,84068.98569062511,155.0
Gujarat,Amreli,Wheat,33.62759427625004,2495.0,83900.84771924386,156.0
Gujarat,Amreli,Wheat,27.8790762347,2625.0,73182.57511608751,157.0
Gujarat,Amreli,Wheat,27.8790762347,2570.0,71649.22592317901,158.0
Gujarat,Amreli,Wheat,27.8790762347,2500.0,69697.69058675,159.0
Gujarat,Amreli,Wheat,27.8790762347,2495.0,69558.2952055765,160.0
Gujarat,Banaskanth,Groundnut,52.69913045700003,6865.0,361779.5305873052,1.0
Gujarat,Banaskanth,Groundnut,52.69913045700003,6500.0,342544.3479705002,2.0
Gujarat,Banaskanth,Groundnut,45.641257308649976,6865.0,313327.23142388207,3.0
Gujarat,Banaskanth,Groundnut,45.432864271499966,6865.0,311896.6132238473,4.0
Gujarat,Banaskanth,Mustard,47.53494753700001,6550.0,311353.9063673501,5.0
Gujarat,Banaskanth,Mustard,47.53494753700001,6525.0,310165.532678925,6.0
Gujarat,Banaskanth,Groundnut,45.055252956749946,6865.0,309304.3115480884,7.0
Gujarat,Banaskanth,Mustard,47.53494753700001,6350.0,301846.91685995006,8.0
Gujarat,Banaskanth,Groundnut,45.641257308649976,6500.0,296668.17250622483,9.0
Gujarat,Banaskanth,Groundnut,45.432864271499966,6500.0,295313.6177647498,10.0
Gujarat,Banaskanth,Groundnut,45.055252956749946,6500.0,292859.14421887463,11.0
Gujarat,Banaskanth,Groundnut,41.67568645859998,6865.0,286103.5875382889,12.0
Gujarat,Banaskanth,Mustard,42.28083480280003,6550.0,276939.4679583402,13.0
Gujarat,Banaskanth,Mustard,42.28083480280003,6525.0,275882.4470882702,14.0
Gujarat,Banaskanth,Mustard,41.94839704694997,6550.0,274762.0006575223,15.0
Gujarat,Banaskanth,Mustard,41.94839704694997,6525.0,273713.29073134856,16.0
Gujarat,Banaskanth,Groundnut,41.67568645859998,6500.0,270891.9619808999,17.0
Gujarat,Banaskanth,Mustard,47.53494753700001,5650.0,268572.45358405006,18.0
Gujarat,Banaskanth,Mustard,42.28083480280003,6350.0,268483.30099778017,19.0
Gujarat,Banaskanth,Mustard,41.94839704694997,6350.0,266372.3212481323,20.0
Gujarat,Banaskanth,Mustard,40.475665974249935,6550.0,265115.61213133705,21.0
Gujarat,Banaskanth,Mustard,40.475665974249935,6525.0,264103.7204819808,22.0
Gujarat,Banaskanth,Mustard,40.28537365675001,6550.0,263869.19745171256,23.0
Gujarat,Banaskanth,Mustard,40.28537365675001,6525.0,262862.0631102938,24.0
Gujarat,Banaskanth,Mustard,47.53494753700001,5450.0,259065.46407665004,25.0
Gujarat,Banaskanth,Groundnut,37.70547306270009,6865.0,258848.0725754361,26.0
Gujarat,Banaskanth,Mustard,40.475665974249935,6350.0,257020.47893648708,27.0
Gujarat,Banaskanth,Mustard,40.28537365675001,6350.0,255812.12272036256,28.0
Gujarat,Banaskanth,Groundnut,36.09143116525004,6865.0,247767.67494944154,29.0
Gujarat,Banaskanth,Groundnut,37.70547306270009,6500.0,245085.57490755056,30.0
Gujarat,Banaskanth,Groundnut,35.21112055024996,6865.0,241724.34257746596,31.0
Gujarat,Banaskanth,Mustard,42.28083480280003,5650.0,238886.71663582016,32.0
Gujarat,Banaskanth,Mustard,41.94839704694997,5650.0,237008.44331526733,33.0
Gujarat,Banaskanth,Groundnut,34.41275873429996,6865.0,236243.58871096926,34.0
Gujarat,Banaskanth,Groundnut,36.09143116525004,6500.0,234594.3025741253,35.0
Gujarat,Banaskanth,Mustard,42.28083480280003,5450.0,230430.54967526018,36.0
Gujarat,Banaskanth,Groundnut,35.21112055024996,6500.0,228872.28357662473,37.0
Gujarat,Banaskanth,Mustard,40.475665974249935,5650.0,228687.51275451214,38.0
Gujarat,Banaskanth,Mustard,41.94839704694997,5450.0,228618.76390587733,39.0
Gujarat,Banaskanth,Mustard,40.28537365675001,5650.0,227612.36116063755,40.0
Gujarat,Banaskanth,Mustard,34.62881980305002,6550.0,226818.76970997764,41.0
Gujarat,Banaskanth,Mustard,34.62881980305002,6525.0,225953.0492149014,42.0
Gujarat,Banaskanth,Groundnut,32.893132705449965,6865.0,225811.356022914,43.0
Gujarat,Banaskanth,Groundnut,34.41275873429996,6500.0,223682.93177294976,44.0
Gujarat,Banaskanth,Mustard,33.92435222109996,6550.0,222204.50704820472,45.0
Gujarat,Banaskanth,Mustard,33.92435222109996,6525.0,221356.39824267724,46.0
Gujarat,Banaskanth,Mustard,40.475665974249935,5450.0,220592.37955966213,47.0
Gujarat,Banaskanth,Mustard,34.62881980305002,6350.0,219893.00574936764,48.0
Gujarat,Banaskanth,Mustard,40.28537365675001,5450.0,219555.28642928755,49.0
Gujarat,Banaskanth,Mustard,33.92435222109996,6350.0,215419.63660398475,50.0
Gujarat,Banaskanth,Groundnut,32.893132705449965,6500.0,213805.36258542477,51.0
Gujarat,Banaskanth,Mustard,34.62881980305002,5650.0,195652.8318872326,52.0
Gujarat,Banaskanth,Mustard,33.92435222109996,5650.0,191672.59004921478,53.0
Gujarat,Banaskanth,Mustard,28.827668824449937,6550.0,188821.23080014708,54.0
Gujarat,Banaskanth,Mustard,34.62881980305002,5450.0,188727.0679266226,55.0
Gujarat,Banaskanth,Mustard,28.827668824449937,6525.0,188100.53907953584,56.0
Gujarat,Banaskanth,Mustard,33.92435222109996,5450.0,184887.71960499478,57.0
Gujarat,Banaskanth,Mustard,28.827668824449937,6350.0,183055.6970352571,58.0
Gujarat,Banaskanth,Mustard,28.827668824449937,5650.0,162876.32885814214,59.0
Gujarat,Banaskanth,Mustard,28.827668824449937,5450.0,157110.79509325215,60.0
Gujarat,Banaskanth,Wheat,55.78741617099996,2637.5,147139.3101510124,61.0
Gujarat,Banaskanth,Wheat,55.78741617099996,2600.0,145047.2820445999,62.0
Gujarat,Banaskanth,Wheat,53.21596605655,2637.5,140357.11047415063,63.0
Gujarat,Banaskanth,Wheat,53.21596605655,2600.0,138361.51174703002,64.0
Gujarat,Banaskanth,Wheat,49.480227429450025,2637.5,130504.09984517444,65.0
Gujarat,Banaskanth,Wheat,49.480227429450025,2600.0,128648.59131657006,66.0
Gujarat,Banaskanth,Wheat,47.845789617850016,2637.5,126193.27011707942,67.0
Gujarat,Banaskanth,Wheat,47.61376653024997,2637.5,125581.30922353429,68.0
Gujarat,Banaskanth,Wheat,47.845789617850016,2600.0,124399.05300641005,69.0
Gujarat,Banaskanth,Wheat,46.95353356670002,2637.5,123839.9447821713,70.0
Gujarat,Banaskanth,Wheat,47.61376653024997,2600.0,123795.79297864992,71.0
Gujarat,Banaskanth,Wheat,46.95353356670002,2600.0,122079.18727342004,72.0
Gujarat,Banaskanth,Wheat,45.22687075210001,2637.5,119285.87160866379,73.0
Gujarat,Banaskanth,Wheat,45.22687075210001,2600.0,117589.86395546004,74.0
Gujarat,Banaskanth,Wheat,44.099774788349976,2637.5,116313.15600427306,75.0
Gujarat,Banaskanth,Wheat,43.74042068499999,2637.5,115365.35955668747,76.0
Gujarat,Banaskanth,Wheat,44.099774788349976,2600.0,114659.41444970993,77.0
Gujarat,Banaskanth,Wheat,43.74042068499999,2600.0,113725.09378099997,78.0
Gujarat,Banaskanth,Wheat,42.69016150514995,2637.5,112595.300969833,79.0
Gujarat,Banaskanth,Wheat,42.69016150514995,2600.0,110994.41991338988,80.0
Gujarat,Banaskanth,Wheat,38.278280059449976,2637.5,100958.96365679931,81.0
